# ch1	Y	RMS
0.001	0	0
0.003	0	0
0.005	0	0
0.007	0	0
0.009	0	0
0.011	0	0
0.013	0	0
0.015	0	0
0.017	0	0
0.019	0	0
0.021	0	0
0.023	0	0
0.025	0	0
0.027	0	0
0.029	0	0
0.031	0	0
0.033	0	0
0.035	0	0
0.037	0	0
0.039	0	0
0.041	0	0
0.043	0.00333333	0
0.045	0	0
0.047	0	0
0.049	0	0
0.051	0	0
0.053	0	0
0.055	0	0
0.057	0	0
0.059	0	0
0.061	0	0
0.063	0	0
0.065	0.996667	0
0.067	0	0
0.069	0	0
0.071	0	0
0.073	0	0
0.075	0	0
0.077	0	0
0.079	0	0
0.081	0	0
0.083	0	0
0.085	0	0
0.087	0	0
0.089	0	0
0.091	0	0
0.093	0	0
0.095	0	0
0.097	0	0
0.099	0	0
0.101	0	0
0.103	0	0
0.105	0	0
0.107	0	0
0.109	0	0
0.111	0	0
0.113	0	0
0.115	0	0
0.117	0	0
0.119	0	0
0.121	0	0
0.123	0	0
0.125	0	0
0.127	0	0
0.129	0	0
0.131	0	0
0.133	0	0
0.135	0	0
0.137	0	0
0.139	0	0
0.141	0	0
0.143	0	0
0.145	0	0
0.147	0	0
0.149	0	0
0.151	0	0
0.153	0	0
0.155	0	0
0.157	0	0
0.159	0	0
0.161	0	0
0.163	0	0
0.165	0	0
0.167	0	0
0.169	0	0
0.171	0	0
0.173	0	0
0.175	0	0
0.177	0	0
0.179	0	0
0.181	0	0
0.183	0	0
0.185	0	0
0.187	0	0
0.189	0	0
0.191	0	0
0.193	0	0
0.195	0	0
0.197	0	0
0.199	0	0


# ch8	Y	RMS
0.001	0	0
0.003	0	0
0.005	0	0
0.007	0	0
0.009	0	0
0.011	0	0
0.013	0	0
0.015	0	0
0.017	0	0
0.019	0	0
0.021	0	0
0.023	0	0
0.025	0	0
0.027	0	0
0.029	0	0
0.031	0.00125	0
0.033	0.0295833	0
0.035	0	0
0.037	0	0
0.039	0.0075	0
0.041	0.0595833	0
0.043	0.381667	0
0.045	0.005	0
0.047	0.00208333	0
0.049	0.00125	0
0.051	0.000833333	0
0.053	0.00166667	0
0.055	0.005	0
0.057	0.00166667	0
0.059	0.204167	0
0.061	0.125417	0
0.063	0.0779167	0
0.065	0.0954167	0
0.067	0	0
0.069	0	0
0.071	0	0
0.073	0	0
0.075	0	0
0.077	0	0
0.079	0	0
0.081	0	0
0.083	0	0
0.085	0	0
0.087	0	0
0.089	0	0
0.091	0	0
0.093	0	0
0.095	0	0
0.097	0	0
0.099	0	0
0.101	0	0
0.103	0	0
0.105	0	0
0.107	0	0
0.109	0	0
0.111	0	0
0.113	0	0
0.115	0	0
0.117	0	0
0.119	0	0
0.121	0	0
0.123	0	0
0.125	0	0
0.127	0	0
0.129	0	0
0.131	0	0
0.133	0	0
0.135	0	0
0.137	0	0
0.139	0	0
0.141	0	0
0.143	0	0
0.145	0	0
0.147	0	0
0.149	0	0
0.151	0	0
0.153	0	0
0.155	0	0
0.157	0	0
0.159	0	0
0.161	0	0
0.163	0	0
0.165	0	0
0.167	0	0
0.169	0	0
0.171	0	0
0.173	0	0
0.175	0	0
0.177	0	0
0.179	0	0
0.181	0	0
0.183	0	0
0.185	0	0
0.187	0	0
0.189	0	0
0.191	0	0
0.193	0	0
0.195	0	0
0.197	0	0
0.199	0	0


